Jeremy Renner;Mission: Impossible - Ghost Protocol
Sylvia Miles;Midnight Cowboy
Elizabeth Cheshire;Melvin and Howard
Isa Crino;Lilies of the Field
Yvan Attal;Rush Hour 3
Georgie Henley;The Chronicles of Narnia: Prince Caspian
Donald Crisp;How Green Was My Valley
Anne Baxter;All About Eve
Burt Lancaster;Judgment at Nuremberg
Joe Mantell;Marty
Matthew Broderick;Lion King, The
Greer Garson;Mrs. Miniver
Robert Morley;Around the World in Eighty Days
Mary Astor;Two Arabian Knights
Hugh Griffith;Tom Jones
Ian McShane;Kung Fu Panda
Kevin Bacon;Apollo 13
Katharine Hepburn;On Golden Pond
Edward Herrmann;Reds
Tom Cruise;The Color of Money
Jay Baruchel;How to Train Your Dragon
Talia Shire;Rocky
George Clooney;Oceans Eleven
Sigourney Weaver;Avatar
Josh Duhamel;Transformers: Dark of the Moon
Christopher Jones;Ryans Daughter
Dougray Scott;Mission: Impossible II
Caroline Kava;Born on the Fourth of July
Robin Williams;Patch Adams
Chris Haywood;Shine
Joseph Gordon-Levitt;The Dark Knight Rises
Louis Prima;Jungle Book, The
Clint Eastwood;Gran Torino
Saunders Triplets;Harry Potter and the Sorcerers Stone
Jean-Paul Rouve;Mome, La
Alfred Molina;Spider-Man 2
Paul L. Nolan;Oceans Eleven
Rod Steiger;On the Waterfront
Wendy Hiller;Separate Tables
Philip Seymour Hoffman;Patch Adams
Parker Posey;Superman Returns
Fred Gwynne;My Cousin Vinny
Ann Rutherford;Gone with the Wind
John Travolta;Saturday Night Fever
Paul Sorvino;Touch of Class, A
Dorothy Lamour;Greatest Show on Earth, The
Diane Keaton;Reds
Jennifer Connelly;Beautiful Mind, A
Helena Bonham Carter;Alice in Wonderland
Humphrey Bogart;Treasure of the Sierra Madre, The
Kevin Dunn;Godzilla
John Hannah;Mummy Returns, The
Josh Brolin;Men in Black 3
Jean Dujardin;The Artist
Karen Disher;Ice Age: Dawn of the Dinosaurs
Mercedes McCambridge;All the Kings Men
Faye Dunaway;Network
Helmut Griem;Cabaret
Whoopi Goldberg;Ghost
Ruocheng Ying;Last Emperor, The
David Forman;Teenage Mutant Ninja Turtles
Dina Merrill;BUtterfield 8
Walter Brennan;Westerner, The
Claire Bloom;Charly
Bill Cobbs;Night at the Museum
Robert De Niro;Godfather: Part II, The
Brian Cox;Troy
Johnny Depp;Alice in Wonderland
Patrick Stewart;X2
Cary Grant;Philadelphia Story, The
Michael York;Cabaret
Keira Knightley;Pirates of the Caribbean: Dead Mans Chest
J.D. Cannon;Cool Hand Luke
Tom Hanks;The Polar Express
Joel Grey;Cabaret
Chris Tucker;Rush Hour 3
Mel Gibson;Lethal Weapon 2
Ian McKellen;X2
Nicolas Cage;Moonstruck
Elizabeth Mitchell;Santa Clause 2, The
Millard Mitchell;Twelve OClock High
Katharine Hepburn;Philadelphia Story, The
John Megna;To Kill a Mockingbird
Hugh Laurie;Stuart Little
Donald Crisp;Jezebel
Richard Attenborough;Jurassic Park
Danny Aiello;Moonstruck
Richard Schiff;Doctor Dolittle
Kevin McNally;Pirates of the Caribbean: On Stranger Tides
Michelle Rodriguez;Avatar
Roland Curram;Darling
Ray Romano;Ice Age: The Meltdown
Barton MacLane;Treasure of the Sierra Madre, The
Tom Hardy;The Dark Knight Rises
Derek Jacobi;The Kings Speech
Tommy Lee Jones;Batman Forever
Jeff Bridges;True Grit
Eddie Murphy;Shrek the Third
Harcourt Williams;Hamlet
Jaimz Woolvett;Unforgiven
Peggy Ashcroft;Passage to India, A
Frank Darien;Bad Girl
Willem Dafoe;Finding Nemo
Ellie Kemper;Bridesmaids
Dallas Roberts;Walk the Line
Mark Hamill;Star Wars: Episode V - The Empire Strikes Back
Georgie Henley;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Lisa Mann;Lilies of the Field
John Gielgud;Arthur
Charley Grapewin;Good Earth, The
Eleanor Parker;Sound of Music, The
Bette Davis;Jezebel
George Brent;Great Lie, The
Richard Harris;Harry Potter and the Sorcerers Stone
Pierce Brosnan;Die Another Day
Anthony Quinn;Alexis Zorbas
Monica Bellucci;Passion of the Christ, The
Barry Pearl;Grease
Tom Hanks;Forrest Gump
Juliette Binoche;English Patient, The
Delroy Lindo;Ransom
Andy Devine;Stagecoach
Richard Griffiths;Harry Potter and the Prisoner of Azkaban
Ving Rhames;Mission: Impossible III
Adam Sandler;Click
Cuba Gooding Jr.;Jerry Maguire
Michael Caine;The Dark Knight
Wendy Hiller;Man for All Seasons, A
Brendan Sexton III;Boys Dont Cry
Luise Rainer;Great Ziegfeld, The
Gary Sinise;Apollo 13
Martin Lawrence;Bad Boys II
Paul Benedict;Goodbye Girl, The
Tim Robbins;War of the Worlds
Martin Lawrence;Wild Hogs
Linda Larkin;Aladdin
Gillian Anderson;The Last King of Scotland
H.B. Warner;Divine Lady, The
Vivien Leigh;Gone with the Wind
Steve Carell;Over the Hedge
Anita Page;Broadway Melody, The
Jack Nicholson;Reds
Tom Arnold;True Lies
Rita Moreno;King and I, The
James Franco;Rise of the Planet of the Apes
Ziyi Zhang;Rush Hour 2
Ralph Fiennes;English Patient, The
Clifton Powell;Ray
Frances Farmer;Come and Get It
Sissy Spacek;Coal Miners Daughter
Rock Hudson;Giant
Jean Arthur;More the Merrier, The
Samuel L. Jackson;Star Wars: Episode III - Revenge of the Sith
Jada Pinkett Smith;Madagascar 3: Europes Most Wanted
Bryan Larkin;Born on the Fourth of July
Patricia Quinn;Rocky Horror Picture Show, The
Vanessa Redgrave;Deep Impact
George De La Pena;Mighty Aphrodite
Warren Beatty;Shampoo
Carol Kane;Annie Hall
Mia Bendixsen;Alice Doesnt Live Here Anymore
Shirley Booth;Come Back, Little Sheba
Heather Angel;Informer, The
Scarlett Johansson;Vicky Cristina Barcelona
Chris Tucker;Rush Hour 2
Peter Brocco;One Flew Over the Cuckoos Nest
Jon Voight;Midnight Cowboy
Andy Garcia;Untouchables, The
Deborah Kerr;Separate Tables
Henry Hull;Boys Town
Marisa Pavan;Rose Tattoo, The
Thandie Newton;Mission: Impossible II
Joaquin Phoenix;Gladiator
Rose Byrne;Bridesmaids
Kevin Pollak;Usual Suspects, The
Anne Archer;Fatal Attraction
Zach Galifianakis;The Hangover Part II
Charles Bickford;Farmers Daughter, The
Don Rickles;Toy Story 3
Angela Lansbury;National Velvet
Dean Martin;Airport
Miranda Richardson;Hours, The
Robert Loggia;Officer and a Gentleman, An
Geena Davis;Accidental Tourist, The
Joan Chen;Last Emperor, The
Bruce Greenwood;Star Trek
Cate Bauer;One Hundred and One Dalmatians
Megan Fox;Transformers
Anthony Hopkins;Hannibal
Vincent DOnofrio;Men in Black
Elizabeth Hartman;Patch of Blue, A
Kai Lennox;Beginners
Nicoletta Braschi;Vita e bella, La
Anna Popplewell;The Chronicles of Narnia: Prince Caspian
Robert Pattinson;The Twilight Saga: Eclipse
Willard Robertson;Skippy
Barry Miller;Saturday Night Fever
Maureen OHara;How Green Was My Valley
Mary Alice;Matrix Revolutions, The
Mel Gibson;Pocahontas
Steven Weber;Leaving Las Vegas
Mary Elizabeth Mastrantonio;Robin Hood: Prince of Thieves
Anna Popplewell;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Laurence Olivier;Rebecca
Andy Devine;In Old Chicago
Adriana Caselotti;Snow White and the Seven Dwarfs
Richard Burton;Whos Afraid of Virginia Woolf?
Joseph Fiennes;Shakespeare in Love
Tom Felton;Rise of the Planet of the Apes
Edmund Gwenn;Miracle on 34th Street
Don Knotts;Chicken Little
Robert Strauss;Stalag 17
David Cross;Alvin and the Chipmunks: The Squeakquel
Jack Warden;Bullets Over Broadway
Elsa Martinelli;V.I.P.s, The
Floyd Red Crow Westerman;Dances with Wolves
Trevor Morgan;Jurassic Park III
Richard Greene;Kentucky
Marisa Tomei;Anger Management
Phillip Alford;To Kill a Mockingbird
Monica Potter;Patch Adams
Ellen Page;Juno
Gloria Grahame;Bad and the Beautiful, The
Diane Lane;Perfect Storm, The
Roberta Maxwell;Philadelphia
Jodie Foster;Accused, The
Kirstie Alley;Look Whos Talking
Gerard Butler;How to Train Your Dragon
Joe Pesci;My Cousin Vinny
Tom Hanks;Green Mile, The
Walter Pidgeon;How Green Was My Valley
Sally Field;Norma Rae
Fiona Shaw;Harry Potter and the Chamber of Secrets
Pam Ferris;Harry Potter and the Prisoner of Azkaban
Nigel Havers;Chariots of Fire
Richard Davalos;East of Eden
Peggy Wood;Sound of Music, The
Ioan Gruffudd;Fantastic Four
Jim Broadbent;Iris
John Cusack;Bullets Over Broadway
Luise Rainer;Good Earth, The
Hal Holbrook;All the Presidents Men
Corinne Griffith;Divine Lady, The
Keefe Brasselle;Place in the Sun, A
Josh Pais;Teenage Mutant Ninja Turtles
Arthur Kennedy;Elmer Gantry
Robert Mitchum;Ryans Daughter
Chip Taylor;Melvin and Howard
Harrison Ford;Star Wars: Episode V - The Empire Strikes Back
Karl Malden;Streetcar Named Desire, A
Shirley MacLaine;Terms of Endearment
Valerie Planche;Brokeback Mountain
Robert Redford;All the Presidents Men
Justin Bartha;The Hangover Part II
Gary Merrill;All About Eve
Jayma Mays;Paul Blart: Mall Cop
John Payne;Razors Edge, The
Chris Rock;Madagascar
Michelle Rodriguez;Fast and the Furious, The
Hank Azaria;Night at the Museum: Battle of the Smithsonian
Doug McKeon;On Golden Pond
Michael Fassbender;Inglourious Basterds
Mischa Barton;Sixth Sense, The
Rupert Grint;Harry Potter and the Order of the Phoenix
Henry Thomas;E.T. the Extra-Terrestrial
Liam Neeson;Schindlers List
Harrison Ford;Indiana Jones and the Kingdom of the Crystal Skull
Angelina Jolie;Kung Fu Panda 2
David Wenham;300
Tim Robbins;Mystic River
Tom Hulce;Amadeus
Diane Kruger;National Treasure
MacInTalk;WALL-E
Adam Bryant;Fisher King, The
Jennifer Aniston;Bruce Almighty
Stuart Pankin;Fatal Attraction
Doris Dowling;Lost Weekend, The
Margaret Lindsay;Jezebel
Cantinflas;Around the World in Eighty Days
Jack Nicholson;As Good As It Gets
Allison Gompf;Children of a Lesser God
Rebecca Hall;Vicky Cristina Barcelona
Karen Allen;Perfect Storm, The
Frank Sinatra;From Here to Eternity
Herbert Mundin;Cavalcade
Frank Otto;Born Yesterday
Ruth White;Charly
Julian McMahon;Fantastic Four
Bette Davis;Watch on the Rhine
Glenn Close;Air Force One
Walter Connolly;It Happened One Night
Paul Sanchez;Cast Away
Ed Harris;Pollock
Jami Gertz;Twister
Morgan Freeman;Bruce Almighty
Dustin Hoffman;Meet the Fockers
Anthony Quayle;Hamlet
David Andrews;Terminator 3: Rise of the Machines
Emile Hirsch;Milk
Lena Headey;300
Glenda Jackson;Touch of Class, A
Nicole Kidman;Hours, The
Charlize Theron;Cider House Rules, The
James Caan;Godfather, The
Olivia Wilde;TRON: Legacy
Tom Cruise;Minority Report
Lynn Collins;X-Men Origins: Wolverine
James Marsden;X-Men
Nick Stahl;Terminator 3: Rise of the Machines
Oliver Reed;Women in Love
Arnold Schwarzenegger;Terminator 2: Judgment Day
Jason Bateman;Hancock
Joseph Gordon-Levitt;Inception
Jake Johnson;Talladega Nights: The Ballad of Ricky Bobby
Roberto Benigni;Vita e bella, La
Samuel L. Jackson;XXX
John St. Polis;Coquette
Phyllis Diller;A Bugs Life
Paul Fix;Bad Girl
Shannon Elizabeth;American Pie 2
Brian Geraghty;The Hurt Locker
Grace Kelly;Country Girl, The
James Gleason;Tree Grows in Brooklyn, A
Louise Fletcher;One Flew Over the Cuckoos Nest
Joan Fontaine;Rebecca
Kelly Macdonald;Brave
Madeline Kahn;Paper Moon
Vin Diesel;Fast & Furious
Eric Sykes;Harry Potter and the Goblet of Fire
Jack Lemmon;Fortune Cookie, The
Bill Nighy;Pirates of the Caribbean: Dead Mans Chest
Joanna Cassidy;Who Framed Roger Rabbit
Joseph Schildkraut;Diary of Anne Frank, The
Esther Minciotti;Marty
Alice Faye;In Old Chicago
Michelle Pfeiffer;What Lies Beneath
Don Dillaway;Min and Bill
Diana Wynyard;Cavalcade
Dan Aykroyd;Driving Miss Daisy
Tyrese Gibson;Transformers: Dark of the Moon
Will Patton;Armageddon
James Karen;The Pursuit of Happyness
Heather Sears;Room at the Top
Lee Marvin;Cat Ballou
John Hillerman;Paper Moon
Rory Culkin;Signs
Lisa Daniels;One Hundred and One Dalmatians
Tom Welling;Cheaper by the Dozen
Matt Moore;Coquette
James Dunn;Bad Girl
Richard Gere;Pretty Woman
K Callan;Touch of Class, A
Gemma Arterton;Clash of the Titans
John Belushi;Animal House
John Cusack;2012
Robert De Niro;Deer Hunter, The
Peter Stormare;Fargo
Val Kilmer;Top Gun
Josh Brolin;True Grit
George Chakiris;West Side Story
Tom Cruise;War of the Worlds
Andrea Checchi;Ciociara, La
William Fichtner;Perfect Storm, The
Gloria Grahame;Greatest Show on Earth, The
Amber Valletta;Hitch
Judge Reinhold;Beverly Hills Cop II
Jessica Tandy;Driving Miss Daisy
John Wayne;True Grit
Eva Marie Saint;On the Waterfront
Minna Gombell;Bad Girl
Michael Keaton;Batman Returns
Blythe Danner;Meet the Fockers
Amy Sedaris;Chicken Little
Eric Bana;Star Trek
Ted Danson;Three Men and a Baby
Timothy Bottoms;Last Picture Show, The
Beau Bridges;Norma Rae
John Carradine;Grapes of Wrath, The
Michael Douglas;Wall Street
Katie Holmes;Batman Begins
Joe Morton;What Lies Beneath
Heath Ledger;The Dark Knight
Jack Davenport;Pirates of the Caribbean: The Curse of the Black Pearl
Sean Connery;Indiana Jones and the Last Crusade
Jane Fonda;California Suite
Domingo Landicho;Year of Living Dangerously, The
Greta Garbo;Grand Hotel
Richard Griffiths;Harry Potter and the Chamber of Secrets
Robert Morley;Topkapi
Tom Berenger;Training Day
Montgomery Clift;Place in the Sun, A
Harrison Ford;Fugitive, The
Danny Huston;X-Men Origins: Wolverine
Mary Gibbs;Monsters, Inc.
Grace Kelly;High Noon
Tom Selleck;Three Men and a Baby
Anne Hathaway;The Dark Knight Rises
Sandra Bullock;Crash
Raymond Serra;Teenage Mutant Ninja Turtles
Joseph Wiseman;Viva Zapata!
Jack Davenport;Pirates of the Caribbean: Dead Mans Chest
El Brendel;Wings
Peter Ustinov;Spartacus
James Cromwell;The Artist
Mike Myers;Shrek Forever After
Michael Clarke Duncan;Green Mile, The
Roy Scheider;Jaws
Will Smith;Men in Black 3
Jackie Searl;Skippy
Vanessa Redgrave;Julia
Mark Strong;Sherlock Holmes
Barry Sullivan;Bad and the Beautiful, The
Andrew Prine;Miracle Worker, The
Ian Charleson;Chariots of Fire
Bill Murray;Ghostbusters
Ed Harris;Rock, The
Walter Matthau;Sunshine Boys, The
Kirsten Sheridan;My Left Foot
Zachary Levi;Alvin and the Chipmunks: The Squeakquel
Vanessa Brown;Heiress, The
Jada Pinkett Smith;Madagascar
Daniel Radcliffe;Harry Potter and the Deathly Hallows: Part 1
Jack Carson;Mildred Pierce
Audrey Tautou;The Da Vinci Code
Craig Archibald;Capote
Vincent Cassel;Black Swan
Margaret Colin;Three Men and a Baby
Mike Myers;Shrek
Lionel Barrymore;Free Soul, A
Joseph Cali;Saturday Night Fever
Cole Sprouse;Big Daddy
Lewis Stone;Sin of Madelon Claudet, The
Gene Hackman;Unforgiven
Charles Coburn;More the Merrier, The
Samuel L. Jackson;The Incredibles
Kate Beahan;Matrix Revolutions, The
Mary Duncan;Morning Glory
James Cromwell;The Queen
Adam Brody;Mr. & Mrs. Smith
Burt Young;Rocky
Kirk Douglas;Lust for Life
Joe Pesci;Raging Bull
Emma Stone;The Help
Ian McKellen;X-Men: The Last Stand
Jane Wyman;Johnny Belinda
Joely Richardson;101 Dalmatians
Jeremy Irons;Reversal of Fortune
Shia LaBeouf;Transformers: Revenge of the Fallen
Phillip Terry;To Each His Own
Peter Bull;African Queen, The
Josh Brolin;No Country for Old Men
Barbara Hershey;Black Swan
Regina King;Ray
Liza Minnelli;Arthur
Walter Pidgeon;Mrs. Miniver
Jerzy Kosinski;Reds
Jeremy Renner;The Hurt Locker
Joel McCrea;More the Merrier, The
Robert Redford;Sting, The
Jackie Chan;Kung Fu Panda 2
Jeff Goldblum;Lost World: Jurassic Park, The
Douglas Fairbanks Jr.;Morning Glory
Jack Gilford;Save the Tiger
Caroline Goodall;Schindlers List
Philip Seymour Hoffman;Mission: Impossible III
Robert Downey Jr.;Iron Man
Matt Frewer;Honey, I Shrunk the Kids
Dame May Whitty;Suspicion
Andy Arness;Matrix Reloaded, The
C. Aubrey Smith;Morning Glory
Lindsay Crouse;Places in the Heart
Valentina Cortese;Barefoot Contessa, The
Renee Zellweger;Jerry Maguire
Hugh Laurie;Monsters vs Aliens
Philip Bosco;Children of a Lesser God
Joe Pesci;Lethal Weapon 3
Michael Constantine;My Big Fat Greek Wedding
Gregory Peck;Big Country, The
Albert Finney;Tom Jones
Dan Castellaneta;The Simpsons Movie
Jeff Daniels;Terms of Endearment
Tom Cruise;Mission: Impossible
Sam Worthington;Clash of the Titans
Macaulay Culkin;Home Alone
Meryl Streep;Adaptation.
Judi Dench;Quantum of Solace
Michael McCleery;Harry and Tonto
Mary Steenburgen;Elf
Billy Zane;Titanic
Luis Guzman;Anger Management
Gene Lockhart;Miracle on 34th Street
Chris Hemsworth;The Avengers
Mike Myers;Austin Powers in Goldmember
Colin Firth;The Kings Speech
Geena Davis;Stuart Little
Uta Hagen;Reversal of Fortune
Gladys Cooper;My Fair Lady
Arnold Moss;Viva Zapata!
Paul Henreid;Goodbye, Mr. Chips
Jordan Nagai;Up
Jeffrey Wright;Syriana
Ted Levine;Silence of the Lambs, The
Thomas Wilson Brown;Honey, I Shrunk the Kids
Benicio Del Toro;Usual Suspects, The
Levon Helm;Coal Miners Daughter
Quinn Cummings;Goodbye Girl, The
Patricia Neal;Hud
Lionel Barrymore;Key Largo
Joseph Schildkraut;Life of Emile Zola, The
Shirley Jones;Elmer Gantry
Ving Rhames;Mission: Impossible II
Richard Crenna;Rambo: First Blood Part II
Ralph Fiennes;The Constant Gardener
Justin Bartha;National Treasure: Book of Secrets
Taraji P. Henson;The Karate Kid
Dennis Quaid;The Day After Tomorrow
Leonardo DiCaprio;Inception
Sean Penn;Milk
Ray Collins;Double Life, A
Victor Varconi;Divine Lady, The
Guy Pearce;L.A. Confidential
Billy Burke;Twilight
Michael York;Austin Powers in Goldmember
Kayvan Novak;Syriana
Donald Crisp;Life of Emile Zola, The
Michael Nyqvist;Mission: Impossible - Ghost Protocol
Celeste Holm;All About Eve
Phil Harris;Jungle Book, The
Bing Crosby;Going My Way
Francesco Quinn;Platoon
Tony Goldwyn;Ghost
Robert Sterling;Johnny Eager
Ian Keith;Divine Lady, The
Jackie Chan;Kung Fu Panda
Rodney A. Grant;Dances with Wolves
Rupert Grint;Harry Potter and the Deathly Hallows: Part 2
Fritz Leiber;Story of Louis Pasteur, The
Helen Shaver;The Color of Money
Kitty Winn;Exorcist, The
Nancy Cartwright;The Simpsons Movie
Broderick Crawford;Born Yesterday
Jill Eikenberry;Arthur
Amr Waked;Syriana
Owen Wilson;Night at the Museum: Battle of the Smithsonian
Bob Griffin;Blair Witch Project, The
Johnny A. Sanchez;Happy Feet
Louis Jourdan;V.I.P.s, The
Allison Janney;Juno
Polly Holliday;Mrs. Doubtfire
Julian Glover;Troy
Donald Woods;Story of Louis Pasteur, The
Virginia Mayo;Best Years of Our Lives, The
Zoe Saldana;Avatar
Colin Firth;Mamma Mia!
Nicolas Cage;Adaptation.
Dakota Fanning;War of the Worlds
Lee Grant;In the Heat of the Night
Jim King;Blair Witch Project, The
Julie Kavner;The Simpsons Movie
Marlee Matlin;Children of a Lesser God
Inga Swenson;Miracle Worker, The
Joaquin Phoenix;Walk the Line
Ginger Rogers;Kitty Foyle: The Natural History of a Woman
Harry Secombe;Oliver!
Nicholas Soussanin;Last Command, The
Woody Harrelson;No Country for Old Men
Nelly;The Longest Yard
Gary Merrill;Twelve OClock High
Jane Darwell;Grapes of Wrath, The
Louis Gossett Jr.;Officer and a Gentleman, An
Evelyn Keyes;Gone with the Wind
Alec Guinness;Lawrence of Arabia
Bob Gunton;Patch Adams
John Corbett;My Big Fat Greek Wedding
Anne Revere;National Velvet
Hugh Bonneville;Iris
Philip Seymour Hoffman;Twister
David Butler;Seventh Heaven
James Cosmo;Braveheart
Mary Tyler Moore;Ordinary People
Josh Duhamel;Transformers: Revenge of the Fallen
Paul Walker;Fast Five
Kevin Spacey;Superman Returns
Robert De Niro;Meet the Parents
Abe Vigoda;Look Whos Talking
Taylor Simpson;Monsters Ball
Gene Kelly;American in Paris, An
Harold Ramis;Ghostbusters
Millie Perkins;Diary of Anne Frank, The
Tim Allen;Santa Clause 2, The
Martin Sheen;Subject Was Roses, The
Christopher Walken;Batman Returns
Stuart Buchanan;Snow White and the Seven Dwarfs
Matthew Broderick;Glory
Jennifer Connelly;Pollock
Adam Sandler;Big Daddy
Kate Capshaw;Indiana Jones and the Temple of Doom
Paul Michael Glaser;Butterflies Are Free
Diana Scarwid;What Lies Beneath
Robert MacNaughton;E.T. the Extra-Terrestrial
Robert Duvall;Tender Mercies
Michael Irvin;The Longest Yard
Claire Danes;Terminator 3: Rise of the Machines
Robert Carradine;Coming Home
Murray Hamilton;Graduate, The
Ron Perlman;Tangled
Helena Bonham Carter;Charlie and the Chocolate Factory
Judge Reinhold;Santa Clause 2, The
Terry Kinney;Firm, The
Nigel Terry;The Lion in Winter
Sylvia Syms;The Queen
Chris ODonnell;Scent of a Woman
Dee Wallace-Stone;E.T. the Extra-Terrestrial
Will i Am;X-Men Origins: Wolverine
Zachary Scott;Mildred Pierce
Beyonce Knowles;Austin Powers in Goldmember
Anthony Daniels;Star Wars: Episode V - The Empire Strikes Back
Sonia Braga;Kiss of the Spider Woman
John Meillon;Crocodile Dundee
Larry The Cable Guy;Cars 2
Paula Patton;Precious: Based on the Novel Push by Sapphire
Sydney Pollack;Michael Clayton
Judi Dench;Casino Royale
Christopher Walken;Wedding Crashers
Bessie Love;Broadway Melody, The
Melvyn Douglas;Captains Courageous
Robert Donat;Goodbye, Mr. Chips
Anthony Heald;Silence of the Lambs, The
David Ogden Stiers;Pocahontas
Richard Haydn;Sound of Music, The
Joaquin Phoenix;Signs
Daniel Craig;Lara Croft: Tomb Raider
Orlando Bloom;Pirates of the Caribbean: Dead Mans Chest
Leon Janney;Charly
Eve Arden;Mildred Pierce
Melina Mercouri;Topkapi
Barbra Streisand;Funny Girl
Ben Johnson;Last Picture Show, The
Mary Elizabeth Mastrantonio;The Color of Money
Berenice Bejo;The Artist
Montgomery Clift;Heiress, The
William H. Macy;Fargo
Charles Bickford;Johnny Belinda
Stephen Lang;Avatar
Kevin Costner;Untouchables, The
Rene Ceballos;Mighty Aphrodite
Susanne Lothar;The Reader
David Ogden Stiers;Accidental Tourist, The
Sean Astin;Lord of the Rings: The Fellowship of the Ring, The
Donald Houston;Room at the Top
Barry Fitzgerald;Going My Way
Alan Alda;What Women Want
James Remar;What Lies Beneath
Patrick Stewart;X-Men: The Last Stand
Ronald Colman;Double Life, A
Adam Sandler;Grown Ups
Elizabeth Taylor;BUtterfield 8
Sandra Bullock;The Blind Side
Ellen Page;Inception
Haley Joel Osment;Sixth Sense, The
Nick Nolte;Affliction
Dorris Bowdon;Grapes of Wrath, The
Leslie Howard;Free Soul, A
Christian Bale;The Dark Knight
Emma Watson;Harry Potter and the Deathly Hallows: Part 2
Red Buttons;Sayonara
Orlando Bloom;Pirates of the Caribbean: The Curse of the Black Pearl
Cary Grant;None But the Lonely Heart
Michael Warren;Butterflies Are Free
Maia Morgenstern;Passion of the Christ, The
Beatrice Straight;Network
George Sanders;Jungle Book, The
Francine Bell;Matrix Revolutions, The
Clark Gable;Mutiny on the Bounty
Gary Oldman;Kung Fu Panda 2
Wallace Beery;Grand Hotel
Jamie Foxx;Dreamgirls
Amanda Peet;2012
Jack Black;King Kong
John Heard;Trip to Bountiful, The
Craig Ferguson;How to Train Your Dragon
Betty Hutton;Greatest Show on Earth, The
Josh Duhamel;Transformers
Jane Lynch;Talladega Nights: The Ballad of Ricky Bobby
Burgess Meredith;Rocky
Joel McHale;Ted
Tommy Lee Jones;Captain America: The First Avenger
James Donald;Lust for Life
Michael Sarrazin;They Shoot Horses, Dont They?
Gary Oldman;The Dark Knight Rises
Salli Richardson;I Am Legend
Alec Guinness;Passage to India, A
John Vernon;Animal House
Ellen Burstyn;Exorcist, The
Will Smith;Shark Tale
Christopher Walken;Deer Hunter, The
Conrad Veidt;Casablanca
James Marsden;Superman Returns
Joe Pesci;Home Alone
Freida Pinto;Rise of the Planet of the Apes
Jason Fricchione;Ice Age: Dawn of the Dinosaurs
Jerry Reed;Waterboy, The
Ian McKellen;The Da Vinci Code
Anne Hathaway;Alice in Wonderland
Hugh Marlowe;Twelve OClock High
Don Ameche;Cocoon
Ralph Bellamy;Awful Truth, The
Anna Paquin;Piano, The
Scott Glenn;Silence of the Lambs, The
Broderick Crawford;All the Kings Men
Jae Head;Hancock
Roland Culver;To Each His Own
Gene Reynolds;Boys Town
Dorothy McGuire;Gentlemans Agreement
Gale Sondergaard;Anthony Adverse
Christian Slater;Robin Hood: Prince of Thieves
Shani Wallis;Oliver!
Jason Lee;Alvin and the Chipmunks
Richard Farnsworth;Misery
Tim Matheson;Animal House
Matthew Broderick;Godzilla
Mila Kunis;Ted
Sylvester Stallone;Rocky
Nat King Cole;Cat Ballou
Liesel Matthews;Air Force One
Jon Voight;Coming Home
Demi Moore;Ghost
Eddie Murphy;Shrek 2
Hugo Weaving;Captain America: The First Avenger
Terry Saunders;King and I, The
Ashley Greene;Twilight
Hayley Atwell;Captain America: The First Avenger
Robert Downey Jr.;Sherlock Holmes
Lainie Kazan;My Big Fat Greek Wedding
James Donald;Bridge on the River Kwai, The
Shirley MacLaine;Apartment, The
Tea Leoni;Deep Impact
Amy Madigan;Places in the Heart
Ralph Richardson;Heiress, The
Piper Perabo;Cheaper by the Dozen
