Jeremy Renner;Mission: Impossible - Ghost Protocol
John Ashton;Beverly Hills Cop II
Jonathan Sagall;Schindlers List
Seann William Scott;Ice Age: The Meltdown
Joey Lauren Adams;Big Daddy
Garrett Hedlund;TRON: Legacy
Billy Bob Thornton;Armageddon
Lee Grant;Shampoo
Betty Buckley;Tender Mercies
Ned Beatty;Superman
Christopher Walken;Click
Tom Wilkinson;Shakespeare in Love
Johnny Depp;Pirates of the Caribbean: At Worlds End
Pamela Blair;Mighty Aphrodite
Jeremy Slate;True Grit
David Tomlinson;Mary Poppins
Ken Leung;Rush Hour
Jane Fonda;Coming Home
Paul Hogan;Crocodile Dundee
Maggie Smith;Prime of Miss Jean Brodie, The
Simone Signoret;Room at the Top
Louis Jourdan;Gigi
Tamara Tunie;Wall Street
Wendy Crewson;Santa Clause, The
Thandie Newton;2012
Agnes Moorehead;Johnny Belinda
Sam Rockwell;Iron Man 2
Heather Donahue;Blair Witch Project, The
Jonathan Lipnicki;Stuart Little
Orson Welles;Man for All Seasons, A
Howard Da Silva;Lost Weekend, The
Johnny Depp;Pirates of the Caribbean: On Stranger Tides
Victor Jory;Miracle Worker, The
Bill Paxton;Titanic
Douglass Dumbrille;Kentucky
Anne Bancroft;Graduate, The
Jason Segel;Knocked Up
Dawn Didawick;Erin Brockovich
Mike Colter;Million Dollar Baby
David Wayne;Three Faces of Eve, The
Joe Pesci;Lethal Weapon 2
Cary Elwes;Glory
Teri Polo;Meet the Parents
Jason Alexander;Pretty Woman
Christine Baranski;How the Grinch Stole Christmas
Penelope Milford;Coming Home
George Segal;Look Whos Talking
Nicolas Cage;National Treasure: Book of Secrets
Will Smith;The Pursuit of Happyness
Tommy Lee Jones;Coal Miners Daughter
Charles Laughton;Mutiny on the Bounty
Charles Martin Smith;Untouchables, The
Billy Crystal;Monsters, Inc.
Wes Bentley;American Beauty
Jackie Chan;Rush Hour
Richard Macklin;Harry Potter and the Order of the Phoenix
Maggie Grace;Taken
Jack Warden;Shampoo
Robert Drivas;Cool Hand Luke
Marcia Strassman;Honey, I Shrunk the Kids
Ingrid Bergman;Casablanca
Robert De Niro;Untouchables, The
Elissa Knight;WALL-E
Max von Sydow;Rush Hour 3
William Moseley;The Chronicles of Narnia: Prince Caspian
Sarah Jessica Parker;Ed Wood
Buzz Kilman;Philadelphia
Joseph Mussey;There Will Be Blood
Robert Wagner;Austin Powers: The Spy Who Shagged Me
Dustin Hoffman;Kung Fu Panda
Keanu Reeves;Matrix, The
Xavier Samuel;The Twilight Saga: Eclipse
Valeria Golino;Rain Man
Elijah Wood;Deep Impact
Eddie Murphy;Beverly Hills Cop
Olivia de Havilland;Heiress, The
John Turturro;Transformers: Dark of the Moon
Claudia Gerini;Passion of the Christ, The
Spencer Tracy;Judgment at Nuremberg
Harrison Ford;Star Wars: Episode VI - Return of the Jedi
Skandar Keynes;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Christopher Walken;Catch Me If You Can
Dash Mihok;The Day After Tomorrow
Marlon Brando;Streetcar Named Desire, A
Amber Rules;Monsters Ball
Sarah Jessica Parker;Sex and the City
Gary Cooper;Westerner, The
Ben Cooper;Rose Tattoo, The
Wilford Brimley;Cocoon
Vince Vaughn;Lost World: Jurassic Park, The
Tom Cruise;Firm, The
Emil Jannings;Last Command, The
Will Smith;Hitch
Jackie Cooper;Skippy
Karl Urban;The Bourne Supremacy
Chris Hemsworth;Thor
Jobyna Ralston;Wings
George Brent;Jezebel
Al Pacino;Scent of a Woman
Robin Williams;Mrs. Doubtfire
Daniel Stern;Home Alone 2: Lost in New York
Natalie Wood;Miracle on 34th Street
Rock Hudson;Written on the Wind
Richard Dreyfuss;Goodbye Girl, The
Powers Boothe;Blue Sky
Amy Wright;Accidental Tourist, The
Maria Pitillo;Godzilla
Bonnie Hunt;Green Mile, The
Sean Astin;Lord of the Rings: The Two Towers, The
David Niven;Separate Tables
Edward Fox;Gandhi
Ingrid Bergman;For Whom the Bell Tolls
Brendan Fraser;Mummy Returns, The
Jack Nicholson;Prizzis Honor
Jane Fonda;They Shoot Horses, Dont They?
Robert Downey Jr.;Sherlock Holmes: A Game of Shadows
Burt Lancaster;Separate Tables
Mary McDonnell;Independence Day
Lou Antonio;Cool Hand Luke
Edmond OBrien;Double Life, A
Kristanna Loken;Terminator 3: Rise of the Machines
Humphrey Bogart;African Queen, The
Josh Evans;Born on the Fourth of July
Brian Dennehy;Ratatouille
Daveigh Chase;Lilo & Stitch
Paul Douglas;Letter to Three Wives, A
Mia Wasikowska;Alice in Wonderland
Carroll Baker;Giant
Glen Campbell;True Grit
Thomas Mitchell;Stagecoach
Leo McKern;Ryans Daughter
Natalie Wood;West Side Story
Eric Bana;Hulk
Anna Felix;Crazy Heart
Barbra Streisand;Meet the Fockers
Diane Kruger;National Treasure: Book of Secrets
John Mills;Ryans Daughter
John Malkovich;Places in the Heart
Chris Evans;Fantastic Four
Jack Hawkins;Lawrence of Arabia
Steve Carell;Horton Hears a Who!
Jason Miller;Exorcist, The
Dorothy Burgess;In Old Arizona
Julia Roberts;Pretty Woman
Famke Janssen;X-Men
Jennifer Jones;Song of Bernadette, The
Ryan Reynolds;The Proposal
Kim Darby;True Grit
Sotiris Moustakas;Alexis Zorbas
Lee J. Cobb;Three Faces of Eve, The
Carey Loftin;Patton
Patty Duke;Miracle Worker, The
Lionel Barrymore;Captains Courageous
Christopher Plummer;Syriana
Cathy Moriarty;Raging Bull
Vin Diesel;XXX
Ralph Clanton;Cyrano de Bergerac
Patricia Wettig;City Slickers
Richard Harris;Unforgiven
Billy Connolly;Brave
Jada Pinkett Smith;Madagascar: Escape 2 Africa
Meryl Streep;Hours, The
Tim McGraw;The Blind Side
Pierce Brosnan;Mrs. Doubtfire
Gabrielle Union;Bad Boys II
Adewale Akinnuoye-Agbaje;G.I. Joe: The Rise of Cobra
Brenda Vaccaro;Midnight Cowboy
Laurence Olivier;Hamlet
Hailee Steinfeld;True Grit
Sandra Bullock;The Proposal
William Daniels;Thousand Clowns, A
Mady Christians;Come and Get It
Julie Andrews;Mary Poppins
Renee Zellweger;Chicago
Elijah Wood;Lord of the Rings: The Two Towers, The
Julia Roberts;Erin Brockovich
Brian Dennehy;Cocoon
Adoni Maropis;Troy
Ray Liotta;Hannibal
Charlton Heston;Greatest Show on Earth, The
Richard OBrien;Rocky Horror Picture Show, The
Leo McKern;Man for All Seasons, A
Joe Pesci;Home Alone 2: Lost in New York
Wenwen Han;The Karate Kid
Harry Melling;Harry Potter and the Prisoner of Azkaban
Helen Mirren;National Treasure: Book of Secrets
Akim Tamiroff;Anastasia
Dustin Hoffman;Graduate, The
Richard Burton;V.I.P.s, The
Sacha Baron Cohen;Madagascar: Escape 2 Africa
Edwin Jerome;Three Faces of Eve, The
Gia Carides;My Big Fat Greek Wedding
Bridget Moynahan;I, Robot
Rick Yune;Die Another Day
Dan Aykroyd;Ghostbusters
Judd Hirsch;Independence Day
Robert Keith;Written on the Wind
Dick Van Dyke;Night at the Museum
Peter Finch;Network
Ernest Cossart;Kitty Foyle: The Natural History of a Woman
Dustin Hoffman;Rain Man
Abigail Breslin;Signs
Lilia Skala;Lilies of the Field
Noel Appleby;Lord of the Rings: The Return of the King, The
Maureen Stapleton;Reds
Edmond OBrien;Barefoot Contessa, The
Linda Darnell;Letter to Three Wives, A
Jihmi Kennedy;Glory
Chris Rock;Madagascar: Escape 2 Africa
Ben Stiller;Meet the Parents
Jack Weston;Cactus Flower
Barry Fitzgerald;None But the Lonely Heart
Jim Carrey;Horton Hears a Who!
Sean Bean;Lord of the Rings: The Fellowship of the Ring, The
Hugh Laurie;101 Dalmatians
Rita Hayworth;Separate Tables
Terry Kilburn;Goodbye, Mr. Chips
Crispin Glover;Back to the Future
Patricia Neal;Subject Was Roses, The
Harvey Fierstein;Mrs. Doubtfire
Brandon De Wilde;Hud
Van Heflin;Johnny Eager
Myrna Loy;Best Years of Our Lives, The
David Kelly;Charlie and the Chocolate Factory
Jean Seberg;Airport
Robert De Niro;Meet the Fockers
Rick Moranis;Honey, I Shrunk the Kids
Harrison Ford;Star Wars
Harrison Ford;What Lies Beneath
Charles Cioffi;Klute
Rod Taylor;One Hundred and One Dalmatians
Robert Shaw;Jaws
Jack Nicholson;Batman
Willem Dafoe;English Patient, The
John Houseman;Paper Chase, The
Dana Andrews;Best Years of Our Lives, The
Ralph Fiennes;Clash of the Titans
Goldie Hawn;Shampoo
Henry Winkler;Click
Jack Warden;Being There
Chris Cooper;Adaptation.
Rachel McAdams;Sherlock Holmes: A Game of Shadows
Harvey Lembeck;Stalag 17
Andrew Garfield;The Amazing Spider-Man
Barry Bostwick;Rocky Horror Picture Show, The
Cliff Osmond;Fortune Cookie, The
Asia Argento;XXX
Ron Moody;Oliver!
Tatum ONeal;Paper Moon
Bronwen Coleman;Capote
David Cross;Alvin and the Chipmunks
Robin Williams;Night at the Museum: Battle of the Smithsonian
Hilary Swank;Boys Dont Cry
Glenda Jackson;Women in Love
Helmut Bakaitis;Matrix Reloaded, The
Matt Damon;The Departed
Bee Vang;Gran Torino
Kirk Douglas;Spartacus
Lana Turner;Johnny Eager
James Franco;Spider-Man 2
Gary Oldman;Hannibal
Ian McDiarmid;Star Wars: Episode III - Revenge of the Sith
Ginnifer Goodwin;Walk the Line
Robin Williams;Happy Feet
Pat Henning;On the Waterfront
Bruno Kirby;City Slickers
Margot Grahame;Informer, The
Walter Huston;Yankee Doodle Dandy
Jean-Paul Belmondo;Ciociara, La
Joseph Bennett;Howards End
Christopher Plummer;Beginners
Alexander Gould;Finding Nemo
Alex Rafalowicz;Shine
Larry Gates;In the Heat of the Night
Dev Patel;Slumdog Millionaire
Sally Field;Places in the Heart
John Bach;Lord of the Rings: The Return of the King, The
Roddy McDowall;How Green Was My Valley
Kirk Douglas;Letter to Three Wives, A
Evelyn Brent;Last Command, The
Daniel Day-Lewis;There Will Be Blood
Rachel Weisz;Mummy Returns, The
Gregory Peck;Roman Holiday
Christopher Plummer;Beautiful Mind, A
Steven Berkoff;Rambo: First Blood Part II
Freddie Highmore;Charlie and the Chocolate Factory
Ewan McGregor;Star Wars: Episode I - The Phantom Menace
James Frain;TRON: Legacy
Carrie Fisher;Hannah and Her Sisters
Frances McDormand;Fargo
Mel Gibson;Signs
Jackie Chan;Rush Hour 3
William Hickey;Prizzis Honor
Famke Janssen;X2
John Wayne;Quiet Man, The
Matt Damon;Good Will Hunting
Dennis Morgan;Kitty Foyle: The Natural History of a Woman
Greg Kinnear;Little Miss Sunshine
Steve Buscemi;Fargo
Tom Hanks;Toy Story
Eddie Marsan;Hancock
Minnie Driver;Good Will Hunting
Freddie Prinze Jr.;Scooby-Doo
Alena Murray;Three Faces of Eve, The
Alfred Lutter III;Alice Doesnt Live Here Anymore
James Gleason;Free Soul, A
Sarah Michelle Gellar;Scooby-Doo
John Goodman;Flintstones, The
John Mills;Goodbye, Mr. Chips
Gary Oldman;Air Force One
Ewan McGregor;Star Wars: Episode III - Revenge of the Sith
James McAvoy;The Last King of Scotland
Hilary Duff;Cheaper by the Dozen
Sam Waterston;Killing Fields, The
Teri Garr;Tootsie
Carol Burnett;Horton Hears a Who!
Jean Peters;Viva Zapata!
Nancy Baldwin;Mamma Mia!
Paul Bettany;The Da Vinci Code
Bruce Boxleitner;TRON: Legacy
Jeff Bridges;Last Picture Show, The
Mala Powers;Cyrano de Bergerac
Chris Rock;The Longest Yard
Maureen OHara;Miracle on 34th Street
Martin Sheen;Catch Me If You Can
Jemaine Clement;Men in Black 3
Christopher Lee;Star Wars: Episode II - Attack of the Clones
Amanda Seyfried;Mamma Mia!
Ahney Her;Gran Torino
Jane Fonda;On Golden Pond
Jon Voight;Mission: Impossible
Irene Dunne;Awful Truth, The
Stellan Skarsgard;Good Will Hunting
Bob Newhart;Elf
Eva Gabor;Gigi
John Payne;Miracle on 34th Street
Cameron Richardson;Alvin and the Chipmunks
Walter Matthau;Cactus Flower
Lari White;Cast Away
Jeffrey Jones;Ed Wood
Mel Gibson;Ransom
Bruce Dern;Monster
Maggie Gyllenhaal;The Dark Knight
Oliver Platt;2012
Hank Azaria;Godzilla
Joan Leslie;Yankee Doodle Dandy
Susannah York;They Shoot Horses, Dont They?
Denzel Washington;Training Day
Jon Voight;Lara Croft: Tomb Raider
Tia Carrere;Lilo & Stitch
Hugh Jackman;X2
Wes Bentley;The Hunger Games
Gene Saks;Thousand Clowns, A
William Daniels;Graduate, The
Julianne Moore;Lost World: Jurassic Park, The
Mathieu Amalric;Quantum of Solace
Cheech Marin;Cars
Jack Nicholson;Few Good Men, A
Natalie Portman;Star Wars: Episode I - The Phantom Menace
Diego Luna;Milk
Dick Powell;Bad and the Beautiful, The
Dominic West;300
Chris Evans;The Avengers
Niall MacGinnis;Hamlet
James Caviezel;Passion of the Christ, The
Rita Karin;Sophies Choice
Daniel Craig;Casino Royale
Natalie Portman;Star Wars: Episode II - Attack of the Clones
Whit Bissell;Hud
Johnny Mack Brown;Coquette
Joshua Leonard;Blair Witch Project, The
Karl Malden;On the Waterfront
Julia Nickson-Soul;Rambo: First Blood Part II
Sidney Blackmer;Rosemarys Baby
Forest Whitaker;The Last King of Scotland
David Morse;Green Mile, The
Mary McDonnell;Dances with Wolves
F. Murray Abraham;Amadeus
Ava Gardner;Barefoot Contessa, The
Kirsten Dunst;Spider-Man 3
Phillip Terry;Lost Weekend, The
Shelley Winters;Patch of Blue, A
Ron Silver;Reversal of Fortune
Jeff Bridges;Crazy Heart
undefined;undefined
George Segal;Touch of Class, A
Eileen Heckart;Butterflies Are Free
Holly Hunter;Piano, The
Jude Law;Sherlock Holmes
Graham Greene;Dances with Wolves
Ed Harris;Beautiful Mind, A
America Ferrera;How to Train Your Dragon
Paul Newman;Cool Hand Luke
Omar Sharif;Funny Girl
Justin Long;Alvin and the Chipmunks: The Squeakquel
Macaulay Culkin;Home Alone 2: Lost in New York
Owen Wilson;Wedding Crashers
Mike Myers;Shrek the Third
Jon Voight;National Treasure: Book of Secrets
Kate Winslet;The Reader
Leslie Harter Zemeckis;The Polar Express
Adam Sandler;Waterboy, The
Melanie Laurent;Inglourious Basterds
Halle Berry;Monsters Ball
George Clooney;Syriana
Dato Bakhtadze;Crash
Edward Burns;Saving Private Ryan
Kate Bosworth;Superman Returns
Paul Simon;Annie Hall
Walter Brennan;Come and Get It
Jennifer Lawrence;The Hunger Games
Tom Wilkinson;Rush Hour
Teresa Wright;Best Years of Our Lives, The
Edith Evans;Tom Jones
John Lithgow;Shrek
Marlon Brando;Viva Zapata!
Emma Thompson;Howards End
Ben Wright;One Hundred and One Dalmatians
Jack Black;Ice Age
Goldie Hawn;Butterflies Are Free
Timothy Hutton;Ordinary People
Paddy Considine;The Bourne Ultimatum
Billy Dee Williams;Star Wars: Episode VI - Return of the Jedi
Danny DeVito;Batman Returns
Dean Jagger;Twelve OClock High
Ed Harris;Places in the Heart
Tobey Maguire;Spider-Man 3
Jeff Bridges;Fisher King, The
Daniel Radcliffe;Harry Potter and the Half-Blood Prince
Pete Postlethwaite;Lost World: Jurassic Park, The
David Krumholtz;Santa Clause, The
William Holden;Stalag 17
Yul Brynner;Anastasia
John Howard;Philadelphia Story, The
Dianne Wiest;Bullets Over Broadway
Sergio Rubini;Passion of the Christ, The
John Savage;Deer Hunter, The
Cliff Robertson;Charly
Audrey Hepburn;Roman Holiday
Ben Stiller;Meet the Fockers
Will Ferrell;Elf
Bonnie Hunt;Cars
Danny DeVito;The Lorax
Cybill Shepherd;Last Picture Show, The
David Krumholtz;Santa Clause 2, The
Rex Harrison;My Fair Lady
Annabella Sciorra;Reversal of Fortune
Jack Hawkins;Ben-Hur
Celia Johnson;Prime of Miss Jean Brodie, The
Dame May Whitty;Mrs. Miniver
Norman Burton;Save the Tiger
Lee J. Cobb;On the Waterfront
Kristen Wiig;Bridesmaids
Warner Baxter;In Old Arizona
Patrick Swayze;Ghost
Jeffrey Tambor;How the Grinch Stole Christmas
Charlie Sheen;Platoon
Paul Newman;The Color of Money
John Travolta;Look Whos Talking
Peter Sarsgaard;Boys Dont Cry
Shia LaBeouf;Indiana Jones and the Kingdom of the Crystal Skull
Whoopi Goldberg;Sister Act
Tom Cruise;Mission: Impossible II
Nicole DeHuff;Meet the Parents
Joan Cusack;Toy Story 3
Tom Cruise;Jerry Maguire
John Turturro;Transformers: Revenge of the Fallen
Ralph Fiennes;The Reader
Wallace Ford;Informer, The
Jonathan Ke Quan;Indiana Jones and the Temple of Doom
Tom Bower;Crazy Heart
Charlie Tahan;I Am Legend
David Trimble;Brokeback Mountain
Russell Crowe;Beautiful Mind, A
Wesley Lau;I Want to Live!
Max von Sydow;Exorcist, The
Jordana Brewster;Fast & Furious
Ann Hearn;Accused, The
Harvey Keitel;Piano, The
Eddie Murphy;Shrek Forever After
Catherine Zeta-Jones;Chicago
Ed Begley;Sweet Bird of Youth
Nona Gaye;The Polar Express
Robert Prosky;Dead Man Walking
Glenn Close;Fatal Attraction
Nicole Kidman;Batman Forever
John Cazale;Godfather: Part II, The
Lisa Blount;Officer and a Gentleman, An
Lila Kedrova;Alexis Zorbas
Ingrid Bergman;Gaslight
Una OConnor;Cavalcade
Paul Newman;Cars
Zach Galligan;Gremlins
Eva Green;Casino Royale
Jack Black;Shark Tale
Michael Gough;Batman Returns
Charles Farrell;Seventh Heaven
Oded Fehr;Mummy Returns, The
Mia Farrow;Rosemarys Baby
Christopher Plummer;Up
Geoffrey Rush;Shakespeare in Love
Winona Ryder;Girl, Interrupted
John Heard;Home Alone 2: Lost in New York
Norma Shearer;Free Soul, A
George Kennedy;Cool Hand Luke
Denholm Elliott;Indiana Jones and the Last Crusade
Meryl Streep;Sophies Choice
Gabrielle Witcher;Monsters Ball
Katina Paxinou;For Whom the Bell Tolls
Raini Rodriguez;Paul Blart: Mall Cop
James Robinson;Braveheart
John Cleese;Fish Called Wanda, A
Brad Pitt;Mr. & Mrs. Smith
Tanveer K. Atwal;Matrix Revolutions, The
Tom Cruise;Born on the Fourth of July
Robert Duvall;Godfather: Part II, The
Mena Suvari;American Beauty
Jim Carrey;Batman Forever
Paul Muni;Good Earth, The
Julia Roberts;Runaway Bride
Julie Harris;East of Eden
Leslie Bibb;Iron Man
Noah Taylor;Charlie and the Chocolate Factory
Anna Kendrick;New Moon
Christian Bale;The Fighter
Cameron Diaz;Shrek 2
Irene Bedard;Pocahontas
Declan Croghan;My Left Foot
Danielle Skraastad;Michael Clayton
Jack Lemmon;Mister Roberts
Cary Elwes;Twister
Ben Burtt;WALL-E
Gary Cooper;Mr. Deeds Goes to Town
Hattie McDaniel;Great Lie, The
William Powell;Last Command, The
Preston Foster;Informer, The
Morgan Freeman;Driving Miss Daisy
Dean Jagger;Elmer Gantry
Peter MacNicol;Sophies Choice
Gloria Holden;Life of Emile Zola, The
Forest Whitaker;Platoon
Albert Brooks;Finding Nemo
Cornel Wilde;Greatest Show on Earth, The
Harris Yulin;Training Day
Rachel Weisz;The Mummy
Delroy Lindo;Up
Justin Bartha;National Treasure
Valente Rodriguez;Erin Brockovich
Jude Law;Cold Mountain
Patricia Smith;Save the Tiger
Jonathan Loughran;Anger Management
Giancarlo Giannini;Quantum of Solace
Elarica Gallacher;Harry Potter and the Half-Blood Prince
Kiefer Sutherland;Monsters vs Aliens
Emma Watson;Harry Potter and the Chamber of Secrets
Scott Glenn;Training Day
Tom Hardy;Inception
Sally Eilers;Bad Girl
Trevor Howard;Ryans Daughter
Naomi Watts;King Kong
Tony Roberts;Annie Hall
Denis Leary;Ice Age: The Meltdown
Dustin Hoffman;All the Presidents Men
Tobey Maguire;Cider House Rules, The
Fiona Shaw;Harry Potter and the Prisoner of Azkaban
Keira Knightley;Pirates of the Caribbean: The Curse of the Black Pearl
Michael C. Williams;Blair Witch Project, The
Maurice Chevalier;Gigi
Angelina Jolie;Girl, Interrupted
Geraldine Page;Trip to Bountiful, The
Penelope Wilton;Iris
Nick Nolte;Hulk
Burt Lancaster;Airport
Skandar Keynes;The Chronicles of Narnia: Prince Caspian
Tommy Lee Jones;Men in Black
Ryan ONeal;Paper Moon
Natalie Portman;Thor
Joseph Cotten;Gaslight
Martin Landau;Ed Wood
Mickey OKeefe;The Fighter
Kim Basinger;Batman
Ed Helms;The Hangover
Elias Koteas;Teenage Mutant Ninja Turtles
Noel Appleby;Lord of the Rings: The Fellowship of the Ring, The
Jeff Conaway;Grease
Anita Louise;Anthony Adverse
Franklin Dyall;Private Life of Henry VIII., The
Rita Wilson;Runaway Bride
Sophia Loren;Ciociara, La
Karen Morley;Kentucky
Giacomo Baessato;Scary Movie
Kathleen Turner;Prizzis Honor
Colin Hanks;King Kong
Jessica Chastain;The Help
Robert Duvall;To Kill a Mockingbird
Steve Buscemi;Monsters, Inc.
Tess Harper;Tender Mercies
Tyrone Power;Razors Edge, The
Gary Sinise;Forrest Gump
Jason Biggs;American Pie 2
Maura Tierney;Liar Liar
Susan Sarandon;Dead Man Walking
Thandie Newton;The Pursuit of Happyness
Jack Black;Kung Fu Panda 2
Carlos Alazraqui;Happy Feet
James Dean;Giant
Alan Arkin;Little Miss Sunshine
Mariah Carey;Precious: Based on the Novel Push by Sapphire
Russell Brand;Despicable Me
Rene Enriquez;Harry and Tonto
Kelly McGillis;Accused, The
Susan Sarandon;Rocky Horror Picture Show, The
Estelle Taylor;Cimarron
Anjelica Huston;Prizzis Honor
Kim Hunter;Streetcar Named Desire, A
Ellen Hamilton Latzen;Fatal Attraction
Amy Locane;Blue Sky
William Shatner;Over the Hedge
Jason Weaver;Lion King, The
Tom Cruise;Top Gun
Dorothy Malone;Written on the Wind
Marlon Brando;Godfather, The
Ian Keith;Two Arabian Knights
Hal Holbrook;Firm, The
Margaret Colin;Independence Day
John Ireland;All the Kings Men
Oliver Reed;Gladiator
Loretta Young;Farmers Daughter, The
Nicole Kidman;Cold Mountain
Jack Lemmon;Apartment, The
Nance ONeil;Cimarron
John Leguizamo;Ice Age: The Meltdown
Ruth Gordon;Rosemarys Baby
Harve Presnell;Fargo
Maile Flanagan;Ice Age: Dawn of the Dinosaurs
Mary Steenburgen;Melvin and Howard
Ray Liotta;Wild Hogs
Toni Collette;Sixth Sense, The
Noomi Rapace;Sherlock Holmes: A Game of Shadows
Seth Rogen;Knocked Up
Will Smith;I, Robot
David Ogden Stiers;Lilo & Stitch
Daniel Stern;City Slickers
Tom Hanks;The Da Vinci Code
Gregory Peck;Gentlemans Agreement
Matthew Lillard;Scooby-Doo
Terrence Howard;Iron Man
Shirley MacLaine;Being There
Kathy Bates;Waterboy, The
Rosario Dawson;Men in Black II
Peter Scolari;The Polar Express
Candice Bergen;Gandhi
Carla Gugino;Night at the Museum
Arnold Schwarzenegger;True Lies
Johnny Depp;Pirates of the Caribbean: The Curse of the Black Pearl
Ellen Barkin;Tender Mercies
Daniel Stern;Home Alone
Olivia de Havilland;Anthony Adverse
David Strathairn;The Bourne Ultimatum
Kathy Bates;Titanic
Sigourney Weaver;Ghostbusters
Eddie Marsan;Sherlock Holmes
Joseph Gordon-Levitt;G.I. Joe: The Rise of Cobra
Glynis Johns;Mary Poppins
Fred Stone;Westerner, The
Walter Matthau;Fortune Cookie, The
Gregory Peck;To Kill a Mockingbird
Pamela Franklin;Prime of Miss Jean Brodie, The
Helen Hunt;As Good As It Gets
Shia LaBeouf;Transformers: Dark of the Moon
Jeremy Irons;Lion King, The
Tom Hanks;Philadelphia
Marisa Tomei;My Cousin Vinny
Jack Kruschen;Apartment, The
Stephen Young;Patton
Eddie Murphy;Shrek
Penelope Cruz;Vicky Cristina Barcelona
Anthony Ross;Country Girl, The
Brian Howe;The Pursuit of Happyness
Gwyneth Paltrow;Iron Man 2
Daniel Craig;Quantum of Solace
Rongguang Yu;The Karate Kid
Kate Beckinsale;Pearl Harbor
Robert Coogan;Skippy
David Gulpilil;Crocodile Dundee
Denzel Washington;Glory
Tobey Maguire;Spider-Man
Robert Redford;Out of Africa
Jamie Foxx;Ray
Ken Jeong;The Hangover Part II
Carol Florence;Oceans Eleven
Michael Caine;California Suite
Eileen Atkins;Cold Mountain
Mickey Rooney;National Velvet
Iain Glen;Lara Croft: Tomb Raider
Hermino De Guzman;Year of Living Dangerously, The
Josephine Hull;Harvey
Jane Wyman;Lost Weekend, The
Harry J. Lennix;Ray
Burt Reynolds;The Longest Yard
Kate Winslet;Titanic
Roy Atwell;Snow White and the Seven Dwarfs
Glenn Close;101 Dalmatians
Jean Simmons;Elmer Gantry
Nigel Bruce;Suspicion
Jeff Goldblum;Jurassic Park
Julia Stiles;The Bourne Ultimatum
Margaret Rutherford;V.I.P.s, The
Robert Duvall;Network
Stephen Baldwin;Usual Suspects, The
Helena Bonham Carter;Planet of the Apes
Stubby Kaye;Who Framed Roger Rabbit
Fred Willard;WALL-E
Annette Bening;American Beauty
Steve Martin;Bringing Down the House
Willem Dafoe;Affliction
Annie Corley;Monster
Kristin Davis;Sex and the City
Emma Watson;Harry Potter and the Half-Blood Prince
Peter Boyle;Doctor Dolittle
Frank Welker;Aladdin
Aaron Eckhart;The Dark Knight
Richard A. Dysart;Being There
Bob Peterson;Up
Tom Hiddleston;Thor
William Powell;Great Ziegfeld, The
Mel Gibson;What Women Want
Ann Sothern;Letter to Three Wives, A
Richard Widmark;Judgment at Nuremberg
David Warshofsky;Taken
David Ogden Stiers;Beauty and the Beast
Maximilian Schell;Topkapi
Bruce Bennett;More the Merrier, The
Tom Hanks;Catch Me If You Can
Cate Blanchett;The Aviator
Sam Neill;Jurassic Park III
Robert Taylor;Johnny Eager
James Keane;Crazy Heart
Christian Bale;Batman Begins
Art Chudabala;Crash
Bruce Willis;Sixth Sense, The
Martin Sheen;The Departed
Susannah York;Tom Jones
Bernie Coulson;Accused, The
Dirk Bogarde;Darling
Julie Christie;Darling
Jon Voight;National Treasure
James Stewart;Harvey
Spencer Tracy;Guess Whos Coming to Dinner
Michael J. Fox;Stuart Little
Alyson Hannigan;American Pie 2
Geraldine Fitzgerald;Arthur
Ian McKellen;X-Men
Rose Hobart;Farmers Daughter, The
Charlton Heston;Ben-Hur
Michelle Monaghan;Mission: Impossible III
Gene Lockhart;Going My Way
Theodore Bikel;African Queen, The
Martita Hunt;Anastasia
Orlando Bloom;Pirates of the Caribbean: At Worlds End